number,name,startTime,endTime,isDaytime,temperature,temperatureUnit,temperatureTrend,probabilityOfPrecipitation,dewpoint,relativeHumidity,windSpeed,windDirection,icon,shortForecast,detailedForecast
105,,2025-11-15T02:00:00-05:00,2025-11-15T03:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 76}",3 mph,N,https://api.weather.gov/icons/land/night/sct?size=small,Partly Cloudy,
106,,2025-11-15T03:00:00-05:00,2025-11-15T04:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 76}",3 mph,N,https://api.weather.gov/icons/land/night/sct?size=small,Partly Cloudy,
107,,2025-11-15T04:00:00-05:00,2025-11-15T05:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 79}",3 mph,N,https://api.weather.gov/icons/land/night/sct?size=small,Partly Cloudy,
108,,2025-11-15T05:00:00-05:00,2025-11-15T06:00:00-05:00,False,40,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 82}",3 mph,N,https://api.weather.gov/icons/land/night/sct?size=small,Partly Cloudy,
109,,2025-11-15T06:00:00-05:00,2025-11-15T07:00:00-05:00,True,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 6}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
110,,2025-11-15T07:00:00-05:00,2025-11-15T08:00:00-05:00,True,39,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
111,,2025-11-15T08:00:00-05:00,2025-11-15T09:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 1.6666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 79}",3 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
112,,2025-11-15T09:00:00-05:00,2025-11-15T10:00:00-05:00,True,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 70}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
113,,2025-11-15T10:00:00-05:00,2025-11-15T11:00:00-05:00,True,48,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 63}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
114,,2025-11-15T11:00:00-05:00,2025-11-15T12:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 2.2222222222222223}","{'unitCode': 'wmoUnit:percent', 'value': 56}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
115,,2025-11-15T12:00:00-05:00,2025-11-15T13:00:00-05:00,True,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 2}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 54}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
116,,2025-11-15T13:00:00-05:00,2025-11-15T14:00:00-05:00,True,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 52}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
117,,2025-11-15T14:00:00-05:00,2025-11-15T15:00:00-05:00,True,55,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 51}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
118,,2025-11-15T15:00:00-05:00,2025-11-15T16:00:00-05:00,True,55,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 51}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
119,,2025-11-15T16:00:00-05:00,2025-11-15T17:00:00-05:00,True,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 52}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
120,,2025-11-15T17:00:00-05:00,2025-11-15T18:00:00-05:00,True,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 56}",5 mph,N,https://api.weather.gov/icons/land/day/sct?size=small,Mostly Sunny,
121,,2025-11-15T18:00:00-05:00,2025-11-15T19:00:00-05:00,False,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 0}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 63}",3 mph,NE,https://api.weather.gov/icons/land/night/sct?size=small,Partly Cloudy,
122,,2025-11-15T19:00:00-05:00,2025-11-15T20:00:00-05:00,False,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 68}",3 mph,E,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
123,,2025-11-15T20:00:00-05:00,2025-11-15T21:00:00-05:00,False,46,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 71}",3 mph,E,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
124,,2025-11-15T21:00:00-05:00,2025-11-15T22:00:00-05:00,False,45,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 73}",2 mph,E,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
125,,2025-11-15T22:00:00-05:00,2025-11-15T23:00:00-05:00,False,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 76}",2 mph,E,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
126,,2025-11-15T23:00:00-05:00,2025-11-16T00:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 79}",3 mph,SE,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
127,,2025-11-16T00:00:00-05:00,2025-11-16T01:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 4}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 79}",3 mph,SE,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
128,,2025-11-16T01:00:00-05:00,2025-11-16T02:00:00-05:00,False,43,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 79}",3 mph,SE,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
129,,2025-11-16T02:00:00-05:00,2025-11-16T03:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 82}",3 mph,S,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
130,,2025-11-16T03:00:00-05:00,2025-11-16T04:00:00-05:00,False,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 82}",3 mph,S,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
131,,2025-11-16T04:00:00-05:00,2025-11-16T05:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,S,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
132,,2025-11-16T05:00:00-05:00,2025-11-16T06:00:00-05:00,False,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,S,https://api.weather.gov/icons/land/night/bkn?size=small,Mostly Cloudy,
133,,2025-11-16T06:00:00-05:00,2025-11-16T07:00:00-05:00,True,41,F,,"{'unitCode': 'wmoUnit:percent', 'value': 7}","{'unitCode': 'wmoUnit:degC', 'value': 2.7777777777777777}","{'unitCode': 'wmoUnit:percent', 'value': 85}",3 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
134,,2025-11-16T07:00:00-05:00,2025-11-16T08:00:00-05:00,True,42,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 3.3333333333333335}","{'unitCode': 'wmoUnit:percent', 'value': 86}",5 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
135,,2025-11-16T08:00:00-05:00,2025-11-16T09:00:00-05:00,True,44,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 3.888888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 82}",6 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
136,,2025-11-16T09:00:00-05:00,2025-11-16T10:00:00-05:00,True,47,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 5}","{'unitCode': 'wmoUnit:percent', 'value': 79}",6 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
137,,2025-11-16T10:00:00-05:00,2025-11-16T11:00:00-05:00,True,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 5.555555555555555}","{'unitCode': 'wmoUnit:percent', 'value': 71}",7 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
138,,2025-11-16T11:00:00-05:00,2025-11-16T12:00:00-05:00,True,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 6.111111111111111}","{'unitCode': 'wmoUnit:percent', 'value': 66}",8 mph,S,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
139,,2025-11-16T12:00:00-05:00,2025-11-16T13:00:00-05:00,True,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 10}","{'unitCode': 'wmoUnit:degC', 'value': 6.666666666666667}","{'unitCode': 'wmoUnit:percent', 'value': 59}",8 mph,SW,https://api.weather.gov/icons/land/day/bkn?size=small,Partly Sunny,
140,,2025-11-16T13:00:00-05:00,2025-11-16T14:00:00-05:00,True,60,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 58}",9 mph,SW,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
141,,2025-11-16T14:00:00-05:00,2025-11-16T15:00:00-05:00,True,61,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 56}",9 mph,S,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
142,,2025-11-16T15:00:00-05:00,2025-11-16T16:00:00-05:00,True,61,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 58}",9 mph,S,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
143,,2025-11-16T16:00:00-05:00,2025-11-16T17:00:00-05:00,True,61,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 58}",9 mph,S,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
144,,2025-11-16T17:00:00-05:00,2025-11-16T18:00:00-05:00,True,59,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 64}",9 mph,S,"https://api.weather.gov/icons/land/day/rain,20?size=small",Slight Chance Light Rain,
145,,2025-11-16T18:00:00-05:00,2025-11-16T19:00:00-05:00,False,58,F,,"{'unitCode': 'wmoUnit:percent', 'value': 17}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 67}",8 mph,S,"https://api.weather.gov/icons/land/night/rain,20?size=small",Slight Chance Light Rain,
146,,2025-11-16T19:00:00-05:00,2025-11-16T20:00:00-05:00,False,56,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 74}",7 mph,S,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
147,,2025-11-16T20:00:00-05:00,2025-11-16T21:00:00-05:00,False,55,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 77}",7 mph,S,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
148,,2025-11-16T21:00:00-05:00,2025-11-16T22:00:00-05:00,False,54,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 80}",7 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
149,,2025-11-16T22:00:00-05:00,2025-11-16T23:00:00-05:00,False,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 83}",7 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
150,,2025-11-16T23:00:00-05:00,2025-11-17T00:00:00-05:00,False,53,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 83}",6 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
151,,2025-11-17T00:00:00-05:00,2025-11-17T01:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 32}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 86}",6 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
152,,2025-11-17T01:00:00-05:00,2025-11-17T02:00:00-05:00,False,52,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': 8.88888888888889}","{'unitCode': 'wmoUnit:percent', 'value': 86}",7 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
153,,2025-11-17T02:00:00-05:00,2025-11-17T03:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 86}",7 mph,SW,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
154,,2025-11-17T03:00:00-05:00,2025-11-17T04:00:00-05:00,False,51,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': 8.333333333333334}","{'unitCode': 'wmoUnit:percent', 'value': 86}",8 mph,W,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
155,,2025-11-17T04:00:00-05:00,2025-11-17T05:00:00-05:00,False,50,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': 7.777777777777778}","{'unitCode': 'wmoUnit:percent', 'value': 86}",8 mph,W,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
156,,2025-11-17T05:00:00-05:00,2025-11-17T06:00:00-05:00,False,49,F,,"{'unitCode': 'wmoUnit:percent', 'value': 31}","{'unitCode': 'wmoUnit:degC', 'value': 7.222222222222222}","{'unitCode': 'wmoUnit:percent', 'value': 86}",8 mph,W,"https://api.weather.gov/icons/land/night/rain,30?size=small",Chance Light Rain,
